current_state,previous_state,estimate,year,current_region,previous_division
AK,AL,477,2010,West,East South Central
AK,AL,93,2011,West,East South Central
AK,AL,1097,2012,West,East South Central
AK,AL,572,2013,West,East South Central
AK,AL,603,2014,West,East South Central
AK,AL,279,2015,West,East South Central
AK,AL,423,2016,West,East South Central
AK,AL,942,2017,West,East South Central
AK,AL,518,2018,West,East South Central
AK,AL,260,2019,West,East South Central
CA,AL,3364,2010,West,East South Central
CA,AL,2087,2011,West,East South Central
CA,AL,2509,2012,West,East South Central
CA,AL,2958,2013,West,East South Central
CA,AL,10439,2014,West,East South Central
CA,AL,5273,2015,West,East South Central
CA,AL,3045,2016,West,East South Central
CA,AL,3715,2017,West,East South Central
CA,AL,4591,2018,West,East South Central
CA,AL,3310,2019,West,East South Central
HI,AL,749,2010,West,East South Central
HI,AL,1268,2011,West,East South Central
HI,AL,608,2012,West,East South Central
HI,AL,593,2013,West,East South Central
HI,AL,510,2014,West,East South Central
HI,AL,240,2015,West,East South Central
HI,AL,1182,2016,West,East South Central
HI,AL,844,2017,West,East South Central
HI,AL,484,2018,West,East South Central
HI,AL,502,2019,West,East South Central
OR,AL,400,2010,West,East South Central
OR,AL,758,2011,West,East South Central
OR,AL,373,2012,West,East South Central
OR,AL,704,2013,West,East South Central
OR,AL,156,2014,West,East South Central
OR,AL,654,2015,West,East South Central
OR,AL,167,2016,West,East South Central
OR,AL,179,2017,West,East South Central
OR,AL,315,2018,West,East South Central
OR,AL,162,2019,West,East South Central
WA,AL,1322,2010,West,East South Central
WA,AL,1821,2011,West,East South Central
WA,AL,1507,2012,West,East South Central
WA,AL,686,2013,West,East South Central
WA,AL,1640,2014,West,East South Central
WA,AL,580,2015,West,East South Central
WA,AL,1465,2016,West,East South Central
WA,AL,1605,2017,West,East South Central
WA,AL,495,2018,West,East South Central
WA,AL,1060,2019,West,East South Central
AZ,AL,416,2010,West,East South Central
AZ,AL,833,2011,West,East South Central
AZ,AL,1331,2012,West,East South Central
AZ,AL,2140,2013,West,East South Central
AZ,AL,785,2014,West,East South Central
AZ,AL,607,2015,West,East South Central
AZ,AL,894,2016,West,East South Central
AZ,AL,1337,2017,West,East South Central
AZ,AL,2801,2018,West,East South Central
AZ,AL,1750,2019,West,East South Central
CO,AL,954,2010,West,East South Central
CO,AL,2340,2011,West,East South Central
CO,AL,3108,2012,West,East South Central
CO,AL,2926,2013,West,East South Central
CO,AL,1004,2014,West,East South Central
CO,AL,2392,2015,West,East South Central
CO,AL,2328,2016,West,East South Central
CO,AL,3120,2017,West,East South Central
CO,AL,3597,2018,West,East South Central
CO,AL,3422,2019,West,East South Central
ID,AL,376,2010,West,East South Central
ID,AL,263,2011,West,East South Central
ID,AL,575,2012,West,East South Central
ID,AL,72,2013,West,East South Central
ID,AL,166,2014,West,East South Central
ID,AL,564,2015,West,East South Central
ID,AL,0,2016,West,East South Central
ID,AL,58,2017,West,East South Central
ID,AL,84,2018,West,East South Central
ID,AL,19,2019,West,East South Central
MT,AL,212,2010,West,East South Central
MT,AL,449,2011,West,East South Central
MT,AL,31,2012,West,East South Central
MT,AL,21,2013,West,East South Central
MT,AL,134,2014,West,East South Central
MT,AL,0,2015,West,East South Central
MT,AL,296,2016,West,East South Central
MT,AL,301,2017,West,East South Central
MT,AL,540,2018,West,East South Central
MT,AL,400,2019,West,East South Central
NM,AL,751,2010,West,East South Central
NM,AL,410,2011,West,East South Central
NM,AL,787,2012,West,East South Central
NM,AL,63,2013,West,East South Central
NM,AL,41,2014,West,East South Central
NM,AL,356,2015,West,East South Central
NM,AL,732,2016,West,East South Central
NM,AL,770,2017,West,East South Central
NM,AL,1099,2018,West,East South Central
NM,AL,751,2019,West,East South Central
NV,AL,150,2010,West,East South Central
NV,AL,280,2011,West,East South Central
NV,AL,761,2012,West,East South Central
NV,AL,491,2013,West,East South Central
NV,AL,475,2014,West,East South Central
NV,AL,1830,2015,West,East South Central
NV,AL,394,2016,West,East South Central
NV,AL,191,2017,West,East South Central
NV,AL,397,2018,West,East South Central
NV,AL,239,2019,West,East South Central
UT,AL,93,2010,West,East South Central
UT,AL,486,2011,West,East South Central
UT,AL,126,2012,West,East South Central
UT,AL,574,2013,West,East South Central
UT,AL,365,2014,West,East South Central
UT,AL,369,2015,West,East South Central
UT,AL,125,2016,West,East South Central
UT,AL,644,2017,West,East South Central
UT,AL,315,2018,West,East South Central
UT,AL,1027,2019,West,East South Central
WY,AL,172,2010,West,East South Central
WY,AL,51,2011,West,East South Central
WY,AL,260,2012,West,East South Central
WY,AL,40,2013,West,East South Central
WY,AL,254,2014,West,East South Central
WY,AL,253,2015,West,East South Central
WY,AL,265,2016,West,East South Central
WY,AL,264,2017,West,East South Central
WY,AL,639,2018,West,East South Central
WY,AL,1227,2019,West,East South Central
KY,AL,2161,2010,South,East South Central
KY,AL,925,2011,South,East South Central
KY,AL,4137,2012,South,East South Central
KY,AL,1418,2013,South,East South Central
KY,AL,1409,2014,South,East South Central
KY,AL,1463,2015,South,East South Central
KY,AL,2272,2016,South,East South Central
KY,AL,2851,2017,South,East South Central
KY,AL,2055,2018,South,East South Central
KY,AL,4390,2019,South,East South Central
MS,AL,8306,2010,South,East South Central
MS,AL,8922,2011,South,East South Central
MS,AL,5141,2012,South,East South Central
MS,AL,7077,2013,South,East South Central
MS,AL,6816,2014,South,East South Central
MS,AL,6827,2015,South,East South Central
MS,AL,5125,2016,South,East South Central
MS,AL,5936,2017,South,East South Central
MS,AL,8401,2018,South,East South Central
MS,AL,3512,2019,South,East South Central
TN,AL,8897,2010,South,East South Central
TN,AL,9326,2011,South,East South Central
TN,AL,12116,2012,South,East South Central
TN,AL,8500,2013,South,East South Central
TN,AL,9640,2014,South,East South Central
TN,AL,10291,2015,South,East South Central
TN,AL,7683,2016,South,East South Central
TN,AL,9523,2017,South,East South Central
TN,AL,8547,2018,South,East South Central
TN,AL,6294,2019,South,East South Central
AR,AL,1405,2010,South,East South Central
AR,AL,691,2011,South,East South Central
AR,AL,374,2012,South,East South Central
AR,AL,0,2013,South,East South Central
AR,AL,2145,2014,South,East South Central
AR,AL,956,2015,South,East South Central
AR,AL,2057,2016,South,East South Central
AR,AL,574,2017,South,East South Central
AR,AL,438,2018,South,East South Central
AR,AL,636,2019,South,East South Central
LA,AL,5740,2010,South,East South Central
LA,AL,3065,2011,South,East South Central
LA,AL,2329,2012,South,East South Central
LA,AL,2683,2013,South,East South Central
LA,AL,4808,2014,South,East South Central
LA,AL,3318,2015,South,East South Central
LA,AL,5658,2016,South,East South Central
LA,AL,2830,2017,South,East South Central
LA,AL,1462,2018,South,East South Central
LA,AL,2567,2019,South,East South Central
OK,AL,1612,2010,South,East South Central
OK,AL,591,2011,South,East South Central
OK,AL,1030,2012,South,East South Central
OK,AL,1024,2013,South,East South Central
OK,AL,993,2014,South,East South Central
OK,AL,957,2015,South,East South Central
OK,AL,176,2016,South,East South Central
OK,AL,1133,2017,South,East South Central
OK,AL,541,2018,South,East South Central
OK,AL,241,2019,South,East South Central
TX,AL,8636,2010,South,East South Central
TX,AL,8747,2011,South,East South Central
TX,AL,9993,2012,South,East South Central
TX,AL,8404,2013,South,East South Central
TX,AL,6437,2014,South,East South Central
TX,AL,7167,2015,South,East South Central
TX,AL,6915,2016,South,East South Central
TX,AL,10235,2017,South,East South Central
TX,AL,5945,2018,South,East South Central
TX,AL,8791,2019,South,East South Central
DC,AL,360,2010,South,East South Central
DC,AL,13,2011,South,East South Central
DC,AL,79,2012,South,East South Central
DC,AL,316,2013,South,East South Central
DC,AL,251,2014,South,East South Central
DC,AL,359,2015,South,East South Central
DC,AL,140,2016,South,East South Central
DC,AL,494,2017,South,East South Central
DC,AL,174,2018,South,East South Central
DC,AL,462,2019,South,East South Central
DE,AL,128,2010,South,East South Central
DE,AL,81,2011,South,East South Central
DE,AL,119,2012,South,East South Central
DE,AL,0,2013,South,East South Central
DE,AL,46,2014,South,East South Central
DE,AL,76,2015,South,East South Central
DE,AL,148,2016,South,East South Central
DE,AL,506,2017,South,East South Central
DE,AL,39,2018,South,East South Central
DE,AL,0,2019,South,East South Central
FL,AL,15830,2010,South,East South Central
FL,AL,12635,2011,South,East South Central
FL,AL,18599,2012,South,East South Central
FL,AL,10281,2013,South,East South Central
FL,AL,15731,2014,South,East South Central
FL,AL,15449,2015,South,East South Central
FL,AL,11353,2016,South,East South Central
FL,AL,9389,2017,South,East South Central
FL,AL,12870,2018,South,East South Central
FL,AL,15153,2019,South,East South Central
GA,AL,13840,2010,South,East South Central
GA,AL,18799,2011,South,East South Central
GA,AL,13864,2012,South,East South Central
GA,AL,18739,2013,South,East South Central
GA,AL,18778,2014,South,East South Central
GA,AL,16372,2015,South,East South Central
GA,AL,18276,2016,South,East South Central
GA,AL,15270,2017,South,East South Central
GA,AL,15589,2018,South,East South Central
GA,AL,14169,2019,South,East South Central
MD,AL,1641,2010,South,East South Central
MD,AL,228,2011,South,East South Central
MD,AL,1261,2012,South,East South Central
MD,AL,1918,2013,South,East South Central
MD,AL,770,2014,South,East South Central
MD,AL,1526,2015,South,East South Central
MD,AL,1241,2016,South,East South Central
MD,AL,644,2017,South,East South Central
MD,AL,647,2018,South,East South Central
MD,AL,1597,2019,South,East South Central
NC,AL,3044,2010,South,East South Central
NC,AL,5420,2011,South,East South Central
NC,AL,4329,2012,South,East South Central
NC,AL,3268,2013,South,East South Central
NC,AL,4264,2014,South,East South Central
NC,AL,3733,2015,South,East South Central
NC,AL,3491,2016,South,East South Central
NC,AL,4526,2017,South,East South Central
NC,AL,3287,2018,South,East South Central
NC,AL,4697,2019,South,East South Central
SC,AL,1741,2010,South,East South Central
SC,AL,2999,2011,South,East South Central
SC,AL,1665,2012,South,East South Central
SC,AL,1715,2013,South,East South Central
SC,AL,3219,2014,South,East South Central
SC,AL,1854,2015,South,East South Central
SC,AL,2823,2016,South,East South Central
SC,AL,2133,2017,South,East South Central
SC,AL,4636,2018,South,East South Central
SC,AL,873,2019,South,East South Central
VA,AL,2671,2010,South,East South Central
VA,AL,4930,2011,South,East South Central
VA,AL,2515,2012,South,East South Central
VA,AL,4894,2013,South,East South Central
VA,AL,2654,2014,South,East South Central
VA,AL,2888,2015,South,East South Central
VA,AL,2424,2016,South,East South Central
VA,AL,2341,2017,South,East South Central
VA,AL,3426,2018,South,East South Central
VA,AL,4028,2019,South,East South Central
WV,AL,41,2010,South,East South Central
WV,AL,221,2011,South,East South Central
WV,AL,477,2012,South,East South Central
WV,AL,196,2013,South,East South Central
WV,AL,144,2014,South,East South Central
WV,AL,240,2015,South,East South Central
WV,AL,284,2016,South,East South Central
WV,AL,239,2017,South,East South Central
WV,AL,83,2018,South,East South Central
WV,AL,245,2019,South,East South Central
CT,AL,896,2010,Northeast,East South Central
CT,AL,101,2011,Northeast,East South Central
CT,AL,46,2012,Northeast,East South Central
CT,AL,337,2013,Northeast,East South Central
CT,AL,275,2014,Northeast,East South Central
CT,AL,163,2015,Northeast,East South Central
CT,AL,1102,2016,Northeast,East South Central
CT,AL,206,2017,Northeast,East South Central
CT,AL,1054,2018,Northeast,East South Central
CT,AL,248,2019,Northeast,East South Central
MA,AL,583,2010,Northeast,East South Central
MA,AL,1201,2011,Northeast,East South Central
MA,AL,636,2012,Northeast,East South Central
MA,AL,409,2013,Northeast,East South Central
MA,AL,519,2014,Northeast,East South Central
MA,AL,269,2015,Northeast,East South Central
MA,AL,681,2016,Northeast,East South Central
MA,AL,212,2017,Northeast,East South Central
MA,AL,483,2018,Northeast,East South Central
MA,AL,1099,2019,Northeast,East South Central
ME,AL,402,2010,Northeast,East South Central
ME,AL,634,2011,Northeast,East South Central
ME,AL,129,2012,Northeast,East South Central
ME,AL,13,2013,Northeast,East South Central
ME,AL,0,2014,Northeast,East South Central
ME,AL,0,2015,Northeast,East South Central
ME,AL,471,2016,Northeast,East South Central
ME,AL,246,2017,Northeast,East South Central
ME,AL,0,2018,Northeast,East South Central
ME,AL,73,2019,Northeast,East South Central
NH,AL,152,2010,Northeast,East South Central
NH,AL,193,2011,Northeast,East South Central
NH,AL,0,2012,Northeast,East South Central
NH,AL,123,2013,Northeast,East South Central
NH,AL,44,2014,Northeast,East South Central
NH,AL,125,2015,Northeast,East South Central
NH,AL,174,2016,Northeast,East South Central
NH,AL,109,2017,Northeast,East South Central
NH,AL,158,2018,Northeast,East South Central
NH,AL,379,2019,Northeast,East South Central
RI,AL,136,2010,Northeast,East South Central
RI,AL,0,2011,Northeast,East South Central
RI,AL,20,2012,Northeast,East South Central
RI,AL,279,2013,Northeast,East South Central
RI,AL,347,2014,Northeast,East South Central
RI,AL,39,2015,Northeast,East South Central
RI,AL,53,2016,Northeast,East South Central
RI,AL,135,2017,Northeast,East South Central
RI,AL,183,2018,Northeast,East South Central
RI,AL,0,2019,Northeast,East South Central
VT,AL,0,2010,Northeast,East South Central
VT,AL,0,2011,Northeast,East South Central
VT,AL,16,2012,Northeast,East South Central
VT,AL,27,2013,Northeast,East South Central
VT,AL,0,2014,Northeast,East South Central
VT,AL,245,2015,Northeast,East South Central
VT,AL,0,2016,Northeast,East South Central
VT,AL,0,2017,Northeast,East South Central
VT,AL,124,2018,Northeast,East South Central
VT,AL,77,2019,Northeast,East South Central
NJ,AL,616,2010,Northeast,East South Central
NJ,AL,189,2011,Northeast,East South Central
NJ,AL,779,2012,Northeast,East South Central
NJ,AL,853,2013,Northeast,East South Central
NJ,AL,216,2014,Northeast,East South Central
NJ,AL,250,2015,Northeast,East South Central
NJ,AL,48,2016,Northeast,East South Central
NJ,AL,169,2017,Northeast,East South Central
NJ,AL,147,2018,Northeast,East South Central
NJ,AL,357,2019,Northeast,East South Central
NY,AL,1310,2010,Northeast,East South Central
NY,AL,1812,2011,Northeast,East South Central
NY,AL,1364,2012,Northeast,East South Central
NY,AL,1648,2013,Northeast,East South Central
NY,AL,1662,2014,Northeast,East South Central
NY,AL,850,2015,Northeast,East South Central
NY,AL,402,2016,Northeast,East South Central
NY,AL,1849,2017,Northeast,East South Central
NY,AL,1395,2018,Northeast,East South Central
NY,AL,851,2019,Northeast,East South Central
PA,AL,369,2010,Northeast,East South Central
PA,AL,1332,2011,Northeast,East South Central
PA,AL,1926,2012,Northeast,East South Central
PA,AL,720,2013,Northeast,East South Central
PA,AL,1535,2014,Northeast,East South Central
PA,AL,1663,2015,Northeast,East South Central
PA,AL,1978,2016,Northeast,East South Central
PA,AL,1416,2017,Northeast,East South Central
PA,AL,1202,2018,Northeast,East South Central
PA,AL,1898,2019,Northeast,East South Central
IA,AL,330,2010,Midwest,East South Central
IA,AL,207,2011,Midwest,East South Central
IA,AL,503,2012,Midwest,East South Central
IA,AL,180,2013,Midwest,East South Central
IA,AL,641,2014,Midwest,East South Central
IA,AL,285,2015,Midwest,East South Central
IA,AL,395,2016,Midwest,East South Central
IA,AL,817,2017,Midwest,East South Central
IA,AL,148,2018,Midwest,East South Central
IA,AL,70,2019,Midwest,East South Central
KS,AL,44,2010,Midwest,East South Central
KS,AL,434,2011,Midwest,East South Central
KS,AL,853,2012,Midwest,East South Central
KS,AL,1074,2013,Midwest,East South Central
KS,AL,830,2014,Midwest,East South Central
KS,AL,717,2015,Midwest,East South Central
KS,AL,879,2016,Midwest,East South Central
KS,AL,276,2017,Midwest,East South Central
KS,AL,476,2018,Midwest,East South Central
KS,AL,1021,2019,Midwest,East South Central
MN,AL,266,2010,Midwest,East South Central
MN,AL,123,2011,Midwest,East South Central
MN,AL,1299,2012,Midwest,East South Central
MN,AL,493,2013,Midwest,East South Central
MN,AL,392,2014,Midwest,East South Central
MN,AL,105,2015,Midwest,East South Central
MN,AL,115,2016,Midwest,East South Central
MN,AL,491,2017,Midwest,East South Central
MN,AL,976,2018,Midwest,East South Central
MN,AL,433,2019,Midwest,East South Central
MO,AL,819,2010,Midwest,East South Central
MO,AL,1395,2011,Midwest,East South Central
MO,AL,1333,2012,Midwest,East South Central
MO,AL,1004,2013,Midwest,East South Central
MO,AL,2807,2014,Midwest,East South Central
MO,AL,1449,2015,Midwest,East South Central
MO,AL,2283,2016,Midwest,East South Central
MO,AL,2518,2017,Midwest,East South Central
MO,AL,2378,2018,Midwest,East South Central
MO,AL,2246,2019,Midwest,East South Central
ND,AL,109,2010,Midwest,East South Central
ND,AL,97,2011,Midwest,East South Central
ND,AL,83,2012,Midwest,East South Central
ND,AL,0,2013,Midwest,East South Central
ND,AL,402,2014,Midwest,East South Central
ND,AL,0,2015,Midwest,East South Central
ND,AL,193,2016,Midwest,East South Central
ND,AL,53,2017,Midwest,East South Central
ND,AL,4,2018,Midwest,East South Central
ND,AL,0,2019,Midwest,East South Central
NE,AL,232,2010,Midwest,East South Central
NE,AL,169,2011,Midwest,East South Central
NE,AL,245,2012,Midwest,East South Central
NE,AL,294,2013,Midwest,East South Central
NE,AL,510,2014,Midwest,East South Central
NE,AL,32,2015,Midwest,East South Central
NE,AL,227,2016,Midwest,East South Central
NE,AL,420,2017,Midwest,East South Central
NE,AL,268,2018,Midwest,East South Central
NE,AL,812,2019,Midwest,East South Central
SD,AL,325,2010,Midwest,East South Central
SD,AL,0,2011,Midwest,East South Central
SD,AL,0,2012,Midwest,East South Central
SD,AL,84,2013,Midwest,East South Central
SD,AL,0,2014,Midwest,East South Central
SD,AL,14,2015,Midwest,East South Central
SD,AL,0,2016,Midwest,East South Central
SD,AL,144,2017,Midwest,East South Central
SD,AL,84,2018,Midwest,East South Central
SD,AL,339,2019,Midwest,East South Central
IL,AL,1397,2010,Midwest,East South Central
IL,AL,2823,2011,Midwest,East South Central
IL,AL,883,2012,Midwest,East South Central
IL,AL,2044,2013,Midwest,East South Central
IL,AL,1566,2014,Midwest,East South Central
IL,AL,1853,2015,Midwest,East South Central
IL,AL,2022,2016,Midwest,East South Central
IL,AL,1682,2017,Midwest,East South Central
IL,AL,1280,2018,Midwest,East South Central
IL,AL,1658,2019,Midwest,East South Central
IN,AL,1502,2010,Midwest,East South Central
IN,AL,1562,2011,Midwest,East South Central
IN,AL,1625,2012,Midwest,East South Central
IN,AL,1235,2013,Midwest,East South Central
IN,AL,1229,2014,Midwest,East South Central
IN,AL,2130,2015,Midwest,East South Central
IN,AL,1133,2016,Midwest,East South Central
IN,AL,1216,2017,Midwest,East South Central
IN,AL,966,2018,Midwest,East South Central
IN,AL,1481,2019,Midwest,East South Central
MI,AL,2403,2010,Midwest,East South Central
MI,AL,3527,2011,Midwest,East South Central
MI,AL,2341,2012,Midwest,East South Central
MI,AL,2517,2013,Midwest,East South Central
MI,AL,2362,2014,Midwest,East South Central
MI,AL,1387,2015,Midwest,East South Central
MI,AL,2287,2016,Midwest,East South Central
MI,AL,3669,2017,Midwest,East South Central
MI,AL,537,2018,Midwest,East South Central
MI,AL,1997,2019,Midwest,East South Central
OH,AL,1289,2010,Midwest,East South Central
OH,AL,1567,2011,Midwest,East South Central
OH,AL,3705,2012,Midwest,East South Central
OH,AL,1318,2013,Midwest,East South Central
OH,AL,1189,2014,Midwest,East South Central
OH,AL,2038,2015,Midwest,East South Central
OH,AL,3101,2016,Midwest,East South Central
OH,AL,2487,2017,Midwest,East South Central
OH,AL,1744,2018,Midwest,East South Central
OH,AL,1203,2019,Midwest,East South Central
WI,AL,552,2010,Midwest,East South Central
WI,AL,708,2011,Midwest,East South Central
WI,AL,323,2012,Midwest,East South Central
WI,AL,294,2013,Midwest,East South Central
WI,AL,452,2014,Midwest,East South Central
WI,AL,322,2015,Midwest,East South Central
WI,AL,966,2016,Midwest,East South Central
WI,AL,757,2017,Midwest,East South Central
WI,AL,572,2018,Midwest,East South Central
WI,AL,678,2019,Midwest,East South Central
AK,KY,1440,2010,West,East South Central
AK,KY,237,2011,West,East South Central
AK,KY,161,2012,West,East South Central
AK,KY,206,2013,West,East South Central
AK,KY,917,2014,West,East South Central
AK,KY,238,2015,West,East South Central
AK,KY,703,2016,West,East South Central
AK,KY,397,2017,West,East South Central
AK,KY,162,2018,West,East South Central
AK,KY,1017,2019,West,East South Central
CA,KY,3394,2010,West,East South Central
CA,KY,1201,2011,West,East South Central
CA,KY,3763,2012,West,East South Central
CA,KY,3895,2013,West,East South Central
CA,KY,3217,2014,West,East South Central
CA,KY,3781,2015,West,East South Central
CA,KY,4206,2016,West,East South Central
CA,KY,3431,2017,West,East South Central
CA,KY,2010,2018,West,East South Central
CA,KY,2606,2019,West,East South Central
HI,KY,95,2010,West,East South Central
HI,KY,18,2011,West,East South Central
HI,KY,485,2012,West,East South Central
HI,KY,264,2013,West,East South Central
HI,KY,181,2014,West,East South Central
HI,KY,1108,2015,West,East South Central
HI,KY,265,2016,West,East South Central
HI,KY,0,2017,West,East South Central
HI,KY,170,2018,West,East South Central
HI,KY,471,2019,West,East South Central
OR,KY,0,2010,West,East South Central
OR,KY,71,2011,West,East South Central
OR,KY,202,2012,West,East South Central
OR,KY,663,2013,West,East South Central
OR,KY,91,2014,West,East South Central
OR,KY,0,2015,West,East South Central
OR,KY,997,2016,West,East South Central
OR,KY,129,2017,West,East South Central
OR,KY,942,2018,West,East South Central
OR,KY,219,2019,West,East South Central
WA,KY,886,2010,West,East South Central
WA,KY,1271,2011,West,East South Central
WA,KY,1368,2012,West,East South Central
WA,KY,2152,2013,West,East South Central
WA,KY,1249,2014,West,East South Central
WA,KY,875,2015,West,East South Central
WA,KY,2042,2016,West,East South Central
WA,KY,394,2017,West,East South Central
WA,KY,475,2018,West,East South Central
WA,KY,953,2019,West,East South Central
AZ,KY,1705,2010,West,East South Central
AZ,KY,2134,2011,West,East South Central
AZ,KY,1328,2012,West,East South Central
AZ,KY,885,2013,West,East South Central
AZ,KY,2366,2014,West,East South Central
AZ,KY,3599,2015,West,East South Central
AZ,KY,1105,2016,West,East South Central
AZ,KY,1708,2017,West,East South Central
AZ,KY,1265,2018,West,East South Central
AZ,KY,383,2019,West,East South Central
CO,KY,1961,2010,West,East South Central
CO,KY,1361,2011,West,East South Central
CO,KY,2500,2012,West,East South Central
CO,KY,2287,2013,West,East South Central
CO,KY,1004,2014,West,East South Central
CO,KY,1678,2015,West,East South Central
CO,KY,1736,2016,West,East South Central
CO,KY,2195,2017,West,East South Central
CO,KY,2754,2018,West,East South Central
CO,KY,1455,2019,West,East South Central
ID,KY,315,2010,West,East South Central
ID,KY,120,2011,West,East South Central
ID,KY,83,2012,West,East South Central
ID,KY,0,2013,West,East South Central
ID,KY,31,2014,West,East South Central
ID,KY,792,2015,West,East South Central
ID,KY,188,2016,West,East South Central
ID,KY,269,2017,West,East South Central
ID,KY,40,2018,West,East South Central
ID,KY,183,2019,West,East South Central
MT,KY,321,2010,West,East South Central
MT,KY,0,2011,West,East South Central
MT,KY,367,2012,West,East South Central
MT,KY,181,2013,West,East South Central
MT,KY,124,2014,West,East South Central
MT,KY,102,2015,West,East South Central
MT,KY,43,2016,West,East South Central
MT,KY,68,2017,West,East South Central
MT,KY,26,2018,West,East South Central
MT,KY,49,2019,West,East South Central
NM,KY,739,2010,West,East South Central
NM,KY,87,2011,West,East South Central
NM,KY,159,2012,West,East South Central
NM,KY,402,2013,West,East South Central
NM,KY,65,2014,West,East South Central
NM,KY,329,2015,West,East South Central
NM,KY,338,2016,West,East South Central
NM,KY,194,2017,West,East South Central
NM,KY,129,2018,West,East South Central
NM,KY,78,2019,West,East South Central
NV,KY,569,2010,West,East South Central
NV,KY,628,2011,West,East South Central
NV,KY,952,2012,West,East South Central
NV,KY,1547,2013,West,East South Central
NV,KY,649,2014,West,East South Central
NV,KY,707,2015,West,East South Central
NV,KY,1268,2016,West,East South Central
NV,KY,539,2017,West,East South Central
NV,KY,846,2018,West,East South Central
NV,KY,211,2019,West,East South Central
UT,KY,235,2010,West,East South Central
UT,KY,611,2011,West,East South Central
UT,KY,217,2012,West,East South Central
UT,KY,142,2013,West,East South Central
UT,KY,0,2014,West,East South Central
UT,KY,220,2015,West,East South Central
UT,KY,1142,2016,West,East South Central
UT,KY,1068,2017,West,East South Central
UT,KY,368,2018,West,East South Central
UT,KY,194,2019,West,East South Central
WY,KY,519,2010,West,East South Central
WY,KY,83,2011,West,East South Central
WY,KY,4,2012,West,East South Central
WY,KY,0,2013,West,East South Central
WY,KY,47,2014,West,East South Central
WY,KY,204,2015,West,East South Central
WY,KY,437,2016,West,East South Central
WY,KY,0,2017,West,East South Central
WY,KY,568,2018,West,East South Central
WY,KY,149,2019,West,East South Central
AL,KY,1967,2010,South,East South Central
AL,KY,2686,2011,South,East South Central
AL,KY,2495,2012,South,East South Central
AL,KY,2498,2013,South,East South Central
AL,KY,3718,2014,South,East South Central
AL,KY,1365,2015,South,East South Central
AL,KY,1590,2016,South,East South Central
AL,KY,2157,2017,South,East South Central
AL,KY,4216,2018,South,East South Central
AL,KY,1500,2019,South,East South Central
MS,KY,407,2010,South,East South Central
MS,KY,1626,2011,South,East South Central
MS,KY,446,2012,South,East South Central
MS,KY,520,2013,South,East South Central
MS,KY,722,2014,South,East South Central
MS,KY,1002,2015,South,East South Central
MS,KY,1623,2016,South,East South Central
MS,KY,814,2017,South,East South Central
MS,KY,251,2018,South,East South Central
MS,KY,463,2019,South,East South Central
TN,KY,11188,2010,South,East South Central
TN,KY,13884,2011,South,East South Central
TN,KY,13202,2012,South,East South Central
TN,KY,9676,2013,South,East South Central
TN,KY,9157,2014,South,East South Central
TN,KY,14772,2015,South,East South Central
TN,KY,12562,2016,South,East South Central
TN,KY,13138,2017,South,East South Central
TN,KY,13720,2018,South,East South Central
TN,KY,11500,2019,South,East South Central
AR,KY,2540,2010,South,East South Central
AR,KY,213,2011,South,East South Central
AR,KY,1310,2012,South,East South Central
AR,KY,1915,2013,South,East South Central
AR,KY,398,2014,South,East South Central
AR,KY,497,2015,South,East South Central
AR,KY,1356,2016,South,East South Central
AR,KY,1222,2017,South,East South Central
AR,KY,831,2018,South,East South Central
AR,KY,265,2019,South,East South Central
LA,KY,1656,2010,South,East South Central
LA,KY,1520,2011,South,East South Central
LA,KY,1649,2012,South,East South Central
LA,KY,617,2013,South,East South Central
LA,KY,1734,2014,South,East South Central
LA,KY,2009,2015,South,East South Central
LA,KY,276,2016,South,East South Central
LA,KY,443,2017,South,East South Central
LA,KY,3041,2018,South,East South Central
LA,KY,171,2019,South,East South Central
OK,KY,877,2010,South,East South Central
OK,KY,1398,2011,South,East South Central
OK,KY,1354,2012,South,East South Central
OK,KY,1566,2013,South,East South Central
OK,KY,920,2014,South,East South Central
OK,KY,660,2015,South,East South Central
OK,KY,1331,2016,South,East South Central
OK,KY,1363,2017,South,East South Central
OK,KY,214,2018,South,East South Central
OK,KY,537,2019,South,East South Central
TX,KY,5153,2010,South,East South Central
TX,KY,6616,2011,South,East South Central
TX,KY,6040,2012,South,East South Central
TX,KY,5496,2013,South,East South Central
TX,KY,5990,2014,South,East South Central
TX,KY,4884,2015,South,East South Central
TX,KY,7090,2016,South,East South Central
TX,KY,6561,2017,South,East South Central
TX,KY,3841,2018,South,East South Central
TX,KY,6239,2019,South,East South Central
DC,KY,94,2010,South,East South Central
DC,KY,297,2011,South,East South Central
DC,KY,112,2012,South,East South Central
DC,KY,46,2013,South,East South Central
DC,KY,375,2014,South,East South Central
DC,KY,275,2015,South,East South Central
DC,KY,233,2016,South,East South Central
DC,KY,285,2017,South,East South Central
DC,KY,110,2018,South,East South Central
DC,KY,131,2019,South,East South Central
DE,KY,163,2010,South,East South Central
DE,KY,305,2011,South,East South Central
DE,KY,0,2012,South,East South Central
DE,KY,180,2013,South,East South Central
DE,KY,105,2014,South,East South Central
DE,KY,75,2015,South,East South Central
DE,KY,36,2016,South,East South Central
DE,KY,21,2017,South,East South Central
DE,KY,94,2018,South,East South Central
DE,KY,0,2019,South,East South Central
FL,KY,6321,2010,South,East South Central
FL,KY,5441,2011,South,East South Central
