current_state,previous_state,estimate,year,current_region,previous_division
WY,CT,0,2012,West,New England
WY,CT,15,2013,West,New England
WY,CT,0,2014,West,New England
WY,CT,271,2015,West,New England
WY,CT,0,2016,West,New England
WY,CT,190,2017,West,New England
WY,CT,12,2018,West,New England
WY,CT,109,2019,West,New England
AL,CT,454,2010,South,New England
AL,CT,2921,2011,South,New England
AL,CT,284,2012,South,New England
AL,CT,439,2013,South,New England
AL,CT,497,2014,South,New England
AL,CT,894,2015,South,New England
AL,CT,566,2016,South,New England
AL,CT,336,2017,South,New England
AL,CT,747,2018,South,New England
AL,CT,705,2019,South,New England
KY,CT,698,2010,South,New England
KY,CT,176,2011,South,New England
KY,CT,246,2012,South,New England
KY,CT,291,2013,South,New England
KY,CT,259,2014,South,New England
KY,CT,371,2015,South,New England
KY,CT,329,2016,South,New England
KY,CT,799,2017,South,New England
KY,CT,327,2018,South,New England
KY,CT,310,2019,South,New England
MS,CT,71,2010,South,New England
MS,CT,54,2011,South,New England
MS,CT,106,2012,South,New England
MS,CT,190,2013,South,New England
MS,CT,118,2014,South,New England
MS,CT,0,2015,South,New England
MS,CT,101,2016,South,New England
MS,CT,145,2017,South,New England
MS,CT,0,2018,South,New England
MS,CT,0,2019,South,New England
TN,CT,765,2010,South,New England
TN,CT,150,2011,South,New England
TN,CT,936,2012,South,New England
TN,CT,233,2013,South,New England
TN,CT,390,2014,South,New England
TN,CT,995,2015,South,New England
TN,CT,2042,2016,South,New England
TN,CT,2013,2017,South,New England
TN,CT,1784,2018,South,New England
TN,CT,740,2019,South,New England
AR,CT,451,2010,South,New England
AR,CT,519,2011,South,New England
AR,CT,185,2012,South,New England
AR,CT,870,2013,South,New England
AR,CT,431,2014,South,New England
AR,CT,0,2015,South,New England
AR,CT,186,2016,South,New England
AR,CT,0,2017,South,New England
AR,CT,159,2018,South,New England
AR,CT,87,2019,South,New England
LA,CT,89,2010,South,New England
LA,CT,358,2011,South,New England
LA,CT,164,2012,South,New England
LA,CT,113,2013,South,New England
LA,CT,716,2014,South,New England
LA,CT,164,2015,South,New England
LA,CT,192,2016,South,New England
LA,CT,407,2017,South,New England
LA,CT,584,2018,South,New England
LA,CT,109,2019,South,New England
OK,CT,68,2010,South,New England
OK,CT,97,2011,South,New England
OK,CT,0,2012,South,New England
OK,CT,402,2013,South,New England
OK,CT,176,2014,South,New England
OK,CT,66,2015,South,New England
OK,CT,391,2016,South,New England
OK,CT,99,2017,South,New England
OK,CT,0,2018,South,New England
OK,CT,430,2019,South,New England
TX,CT,924,2010,South,New England
TX,CT,2927,2011,South,New England
TX,CT,2769,2012,South,New England
TX,CT,2129,2013,South,New England
TX,CT,3110,2014,South,New England
TX,CT,3973,2015,South,New England
TX,CT,1834,2016,South,New England
TX,CT,2363,2017,South,New England
TX,CT,3762,2018,South,New England
TX,CT,2085,2019,South,New England
DC,CT,926,2010,South,New England
DC,CT,981,2011,South,New England
DC,CT,618,2012,South,New England
DC,CT,1597,2013,South,New England
DC,CT,1336,2014,South,New England
DC,CT,1292,2015,South,New England
DC,CT,1225,2016,South,New England
DC,CT,1149,2017,South,New England
DC,CT,262,2018,South,New England
DC,CT,1298,2019,South,New England
DE,CT,714,2010,South,New England
DE,CT,66,2011,South,New England
DE,CT,1489,2012,South,New England
DE,CT,602,2013,South,New England
DE,CT,954,2014,South,New England
DE,CT,508,2015,South,New England
DE,CT,1263,2016,South,New England
DE,CT,174,2017,South,New England
DE,CT,487,2018,South,New England
DE,CT,415,2019,South,New England
FL,CT,11183,2010,South,New England
FL,CT,11704,2011,South,New England
FL,CT,8975,2012,South,New England
FL,CT,8709,2013,South,New England
FL,CT,12944,2014,South,New England
FL,CT,14887,2015,South,New England
FL,CT,15285,2016,South,New England
FL,CT,11249,2017,South,New England
FL,CT,18291,2018,South,New England
FL,CT,13227,2019,South,New England
GA,CT,2619,2010,South,New England
GA,CT,709,2011,South,New England
GA,CT,1829,2012,South,New England
GA,CT,4838,2013,South,New England
GA,CT,3248,2014,South,New England
GA,CT,1995,2015,South,New England
GA,CT,6077,2016,South,New England
GA,CT,2216,2017,South,New England
GA,CT,5574,2018,South,New England
GA,CT,2927,2019,South,New England
MD,CT,1603,2010,South,New England
MD,CT,1608,2011,South,New England
MD,CT,881,2012,South,New England
MD,CT,1118,2013,South,New England
MD,CT,1784,2014,South,New England
MD,CT,2006,2015,South,New England
MD,CT,707,2016,South,New England
MD,CT,1726,2017,South,New England
MD,CT,1890,2018,South,New England
MD,CT,1885,2019,South,New England
NC,CT,3752,2010,South,New England
NC,CT,1975,2011,South,New England
NC,CT,4914,2012,South,New England
NC,CT,3918,2013,South,New England
NC,CT,4754,2014,South,New England
NC,CT,6709,2015,South,New England
NC,CT,7425,2016,South,New England
NC,CT,5780,2017,South,New England
NC,CT,2702,2018,South,New England
NC,CT,5840,2019,South,New England
SC,CT,3998,2010,South,New England
SC,CT,1752,2011,South,New England
SC,CT,1590,2012,South,New England
SC,CT,3174,2013,South,New England
SC,CT,4030,2014,South,New England
SC,CT,3355,2015,South,New England
SC,CT,2941,2016,South,New England
SC,CT,3427,2017,South,New England
SC,CT,6800,2018,South,New England
SC,CT,2880,2019,South,New England
VA,CT,2468,2010,South,New England
VA,CT,5376,2011,South,New England
VA,CT,2725,2012,South,New England
VA,CT,4448,2013,South,New England
VA,CT,2185,2014,South,New England
VA,CT,3594,2015,South,New England
VA,CT,5158,2016,South,New England
VA,CT,3368,2017,South,New England
VA,CT,3254,2018,South,New England
VA,CT,2838,2019,South,New England
WV,CT,84,2010,South,New England
WV,CT,594,2011,South,New England
WV,CT,143,2012,South,New England
WV,CT,391,2013,South,New England
WV,CT,244,2014,South,New England
WV,CT,570,2015,South,New England
WV,CT,631,2016,South,New England
WV,CT,41,2017,South,New England
WV,CT,639,2018,South,New England
WV,CT,0,2019,South,New England
MA,CT,13270,2010,Northeast,New England
MA,CT,9445,2011,Northeast,New England
MA,CT,10525,2012,Northeast,New England
MA,CT,10718,2013,Northeast,New England
MA,CT,13287,2014,Northeast,New England
MA,CT,8283,2015,Northeast,New England
MA,CT,11229,2016,Northeast,New England
MA,CT,9140,2017,Northeast,New England
MA,CT,14224,2018,Northeast,New England
MA,CT,11690,2019,Northeast,New England
ME,CT,1361,2010,Northeast,New England
ME,CT,2481,2011,Northeast,New England
ME,CT,1468,2012,Northeast,New England
ME,CT,2561,2013,Northeast,New England
ME,CT,1470,2014,Northeast,New England
ME,CT,1616,2015,Northeast,New England
ME,CT,1664,2016,Northeast,New England
ME,CT,1690,2017,Northeast,New England
ME,CT,1734,2018,Northeast,New England
ME,CT,3092,2019,Northeast,New England
NH,CT,3134,2010,Northeast,New England
NH,CT,1617,2011,Northeast,New England
NH,CT,1345,2012,Northeast,New England
NH,CT,1718,2013,Northeast,New England
NH,CT,3151,2014,Northeast,New England
NH,CT,2744,2015,Northeast,New England
NH,CT,2435,2016,Northeast,New England
NH,CT,2946,2017,Northeast,New England
NH,CT,1298,2018,Northeast,New England
NH,CT,1701,2019,Northeast,New England
RI,CT,4090,2010,Northeast,New England
RI,CT,2613,2011,Northeast,New England
RI,CT,4170,2012,Northeast,New England
RI,CT,2746,2013,Northeast,New England
RI,CT,2180,2014,Northeast,New England
RI,CT,3861,2015,Northeast,New England
RI,CT,4252,2016,Northeast,New England
RI,CT,3194,2017,Northeast,New England
RI,CT,4791,2018,Northeast,New England
RI,CT,2561,2019,Northeast,New England
VT,CT,1287,2010,Northeast,New England
VT,CT,2105,2011,Northeast,New England
VT,CT,1626,2012,Northeast,New England
VT,CT,1527,2013,Northeast,New England
VT,CT,1167,2014,Northeast,New England
VT,CT,1379,2015,Northeast,New England
VT,CT,1076,2016,Northeast,New England
VT,CT,839,2017,Northeast,New England
VT,CT,2251,2018,Northeast,New England
VT,CT,798,2019,Northeast,New England
NJ,CT,2503,2010,Northeast,New England
NJ,CT,1924,2011,Northeast,New England
NJ,CT,3466,2012,Northeast,New England
NJ,CT,2042,2013,Northeast,New England
NJ,CT,2269,2014,Northeast,New England
NJ,CT,2781,2015,Northeast,New England
NJ,CT,3884,2016,Northeast,New England
NJ,CT,5324,2017,Northeast,New England
NJ,CT,2187,2018,Northeast,New England
NJ,CT,3484,2019,Northeast,New England
NY,CT,15338,2010,Northeast,New England
NY,CT,15123,2011,Northeast,New England
NY,CT,14595,2012,Northeast,New England
NY,CT,14393,2013,Northeast,New England
NY,CT,14649,2014,Northeast,New England
NY,CT,11684,2015,Northeast,New England
NY,CT,16339,2016,Northeast,New England
NY,CT,17340,2017,Northeast,New England
NY,CT,14420,2018,Northeast,New England
NY,CT,15040,2019,Northeast,New England
PA,CT,4007,2010,Northeast,New England
PA,CT,4150,2011,Northeast,New England
PA,CT,3311,2012,Northeast,New England
PA,CT,5411,2013,Northeast,New England
PA,CT,2670,2014,Northeast,New England
PA,CT,5967,2015,Northeast,New England
PA,CT,6629,2016,Northeast,New England
PA,CT,3937,2017,Northeast,New England
PA,CT,3891,2018,Northeast,New England
PA,CT,4853,2019,Northeast,New England
IA,CT,114,2010,Midwest,New England
IA,CT,424,2011,Midwest,New England
IA,CT,112,2012,Midwest,New England
IA,CT,124,2013,Midwest,New England
IA,CT,520,2014,Midwest,New England
IA,CT,173,2015,Midwest,New England
IA,CT,60,2016,Midwest,New England
IA,CT,150,2017,Midwest,New England
IA,CT,23,2018,Midwest,New England
IA,CT,142,2019,Midwest,New England
KS,CT,85,2010,Midwest,New England
KS,CT,412,2011,Midwest,New England
KS,CT,210,2012,Midwest,New England
KS,CT,233,2013,Midwest,New England
KS,CT,503,2014,Midwest,New England
KS,CT,436,2015,Midwest,New England
KS,CT,0,2016,Midwest,New England
KS,CT,412,2017,Midwest,New England
KS,CT,322,2018,Midwest,New England
KS,CT,208,2019,Midwest,New England
MN,CT,211,2010,Midwest,New England
MN,CT,74,2011,Midwest,New England
MN,CT,696,2012,Midwest,New England
MN,CT,425,2013,Midwest,New England
MN,CT,200,2014,Midwest,New England
MN,CT,578,2015,Midwest,New England
MN,CT,407,2016,Midwest,New England
MN,CT,932,2017,Midwest,New England
MN,CT,342,2018,Midwest,New England
MN,CT,386,2019,Midwest,New England
MO,CT,243,2010,Midwest,New England
MO,CT,1516,2011,Midwest,New England
MO,CT,410,2012,Midwest,New England
MO,CT,723,2013,Midwest,New England
MO,CT,225,2014,Midwest,New England
MO,CT,268,2015,Midwest,New England
MO,CT,445,2016,Midwest,New England
MO,CT,425,2017,Midwest,New England
MO,CT,361,2018,Midwest,New England
MO,CT,997,2019,Midwest,New England
ND,CT,30,2010,Midwest,New England
ND,CT,0,2011,Midwest,New England
ND,CT,65,2012,Midwest,New England
ND,CT,75,2013,Midwest,New England
ND,CT,0,2014,Midwest,New England
ND,CT,261,2015,Midwest,New England
ND,CT,34,2016,Midwest,New England
ND,CT,0,2017,Midwest,New England
ND,CT,0,2018,Midwest,New England
ND,CT,65,2019,Midwest,New England
NE,CT,361,2010,Midwest,New England
NE,CT,381,2011,Midwest,New England
NE,CT,0,2012,Midwest,New England
NE,CT,164,2013,Midwest,New England
NE,CT,0,2014,Midwest,New England
NE,CT,300,2015,Midwest,New England
NE,CT,1269,2016,Midwest,New England
NE,CT,0,2017,Midwest,New England
NE,CT,348,2018,Midwest,New England
NE,CT,261,2019,Midwest,New England
SD,CT,0,2010,Midwest,New England
SD,CT,0,2011,Midwest,New England
SD,CT,2,2012,Midwest,New England
SD,CT,0,2013,Midwest,New England
SD,CT,0,2014,Midwest,New England
SD,CT,32,2015,Midwest,New England
SD,CT,0,2016,Midwest,New England
SD,CT,0,2017,Midwest,New England
SD,CT,0,2018,Midwest,New England
SD,CT,0,2019,Midwest,New England
IL,CT,2264,2010,Midwest,New England
IL,CT,1819,2011,Midwest,New England
IL,CT,955,2012,Midwest,New England
IL,CT,1824,2013,Midwest,New England
IL,CT,1386,2014,Midwest,New England
IL,CT,1473,2015,Midwest,New England
IL,CT,1297,2016,Midwest,New England
IL,CT,1860,2017,Midwest,New England
IL,CT,1911,2018,Midwest,New England
IL,CT,1783,2019,Midwest,New England
IN,CT,544,2010,Midwest,New England
IN,CT,1227,2011,Midwest,New England
IN,CT,823,2012,Midwest,New England
IN,CT,488,2013,Midwest,New England
IN,CT,837,2014,Midwest,New England
IN,CT,681,2015,Midwest,New England
IN,CT,884,2016,Midwest,New England
IN,CT,413,2017,Midwest,New England
IN,CT,722,2018,Midwest,New England
IN,CT,2165,2019,Midwest,New England
MI,CT,277,2010,Midwest,New England
MI,CT,1656,2011,Midwest,New England
MI,CT,798,2012,Midwest,New England
MI,CT,1202,2013,Midwest,New England
MI,CT,1124,2014,Midwest,New England
MI,CT,764,2015,Midwest,New England
MI,CT,912,2016,Midwest,New England
MI,CT,783,2017,Midwest,New England
MI,CT,1388,2018,Midwest,New England
MI,CT,1569,2019,Midwest,New England
OH,CT,1307,2010,Midwest,New England
OH,CT,1189,2011,Midwest,New England
OH,CT,1355,2012,Midwest,New England
OH,CT,1365,2013,Midwest,New England
OH,CT,1251,2014,Midwest,New England
OH,CT,2126,2015,Midwest,New England
OH,CT,1340,2016,Midwest,New England
OH,CT,2478,2017,Midwest,New England
OH,CT,2510,2018,Midwest,New England
OH,CT,3076,2019,Midwest,New England
WI,CT,359,2010,Midwest,New England
WI,CT,993,2011,Midwest,New England
WI,CT,657,2012,Midwest,New England
WI,CT,129,2013,Midwest,New England
WI,CT,376,2014,Midwest,New England
WI,CT,1104,2015,Midwest,New England
WI,CT,344,2016,Midwest,New England
WI,CT,282,2017,Midwest,New England
WI,CT,614,2018,Midwest,New England
WI,CT,826,2019,Midwest,New England
AK,MA,107,2010,West,New England
AK,MA,141,2011,West,New England
AK,MA,297,2012,West,New England
AK,MA,95,2013,West,New England
AK,MA,314,2014,West,New England
AK,MA,449,2015,West,New England
AK,MA,44,2016,West,New England
AK,MA,111,2017,West,New England
AK,MA,170,2018,West,New England
AK,MA,515,2019,West,New England
CA,MA,11969,2010,West,New England
CA,MA,10244,2011,West,New England
CA,MA,14356,2012,West,New England
CA,MA,12947,2013,West,New England
CA,MA,10750,2014,West,New England
CA,MA,12628,2015,West,New England
CA,MA,14062,2016,West,New England
CA,MA,16774,2017,West,New England
CA,MA,17529,2018,West,New England
CA,MA,16158,2019,West,New England
HI,MA,1283,2010,West,New England
HI,MA,92,2011,West,New England
HI,MA,1266,2012,West,New England
HI,MA,118,2013,West,New England
HI,MA,160,2014,West,New England
HI,MA,601,2015,West,New England
HI,MA,487,2016,West,New England
HI,MA,862,2017,West,New England
HI,MA,656,2018,West,New England
HI,MA,489,2019,West,New England
OR,MA,1471,2010,West,New England
OR,MA,1423,2011,West,New England
OR,MA,760,2012,West,New England
OR,MA,1577,2013,West,New England
OR,MA,1335,2014,West,New England
OR,MA,2295,2015,West,New England
OR,MA,817,2016,West,New England
OR,MA,822,2017,West,New England
OR,MA,1425,2018,West,New England
OR,MA,1689,2019,West,New England
WA,MA,1448,2010,West,New England
WA,MA,1580,2011,West,New England
WA,MA,2911,2012,West,New England
WA,MA,2192,2013,West,New England
WA,MA,2003,2014,West,New England
WA,MA,2600,2015,West,New England
WA,MA,4715,2016,West,New England
WA,MA,3690,2017,West,New England
WA,MA,4418,2018,West,New England
WA,MA,3526,2019,West,New England
AZ,MA,1449,2010,West,New England
AZ,MA,743,2011,West,New England
AZ,MA,1961,2012,West,New England
AZ,MA,1331,2013,West,New England
AZ,MA,2039,2014,West,New England
AZ,MA,3030,2015,West,New England
AZ,MA,4028,2016,West,New England
AZ,MA,2382,2017,West,New England
AZ,MA,1299,2018,West,New England
AZ,MA,2745,2019,West,New England
CO,MA,2242,2010,West,New England
CO,MA,2157,2011,West,New England
CO,MA,5939,2012,West,New England
CO,MA,2194,2013,West,New England
CO,MA,2565,2014,West,New England
CO,MA,2378,2015,West,New England
CO,MA,2196,2016,West,New England
CO,MA,2785,2017,West,New England
CO,MA,3949,2018,West,New England
CO,MA,6053,2019,West,New England
ID,MA,115,2010,West,New England
ID,MA,396,2011,West,New England
ID,MA,338,2012,West,New England
ID,MA,59,2013,West,New England
ID,MA,41,2014,West,New England
ID,MA,457,2015,West,New England
ID,MA,423,2016,West,New England
ID,MA,0,2017,West,New England
ID,MA,0,2018,West,New England
ID,MA,168,2019,West,New England
MT,MA,59,2010,West,New England
MT,MA,10,2011,West,New England
MT,MA,97,2012,West,New England
MT,MA,188,2013,West,New England
MT,MA,926,2014,West,New England
MT,MA,39,2015,West,New England
MT,MA,77,2016,West,New England
MT,MA,31,2017,West,New England
MT,MA,413,2018,West,New England
MT,MA,374,2019,West,New England
NM,MA,2076,2010,West,New England
NM,MA,252,2011,West,New England
NM,MA,303,2012,West,New England
NM,MA,913,2013,West,New England
NM,MA,195,2014,West,New England
NM,MA,483,2015,West,New England
NM,MA,482,2016,West,New England
NM,MA,349,2017,West,New England
NM,MA,449,2018,West,New England
NM,MA,259,2019,West,New England
NV,MA,1275,2010,West,New England
NV,MA,256,2011,West,New England
NV,MA,318,2012,West,New England
NV,MA,1012,2013,West,New England
NV,MA,536,2014,West,New England
NV,MA,792,2015,West,New England
NV,MA,391,2016,West,New England
NV,MA,838,2017,West,New England
NV,MA,1992,2018,West,New England
NV,MA,407,2019,West,New England
UT,MA,246,2010,West,New England
UT,MA,959,2011,West,New England
UT,MA,1503,2012,West,New England
UT,MA,1386,2013,West,New England
UT,MA,1506,2014,West,New England
UT,MA,1029,2015,West,New England
UT,MA,390,2016,West,New England
UT,MA,650,2017,West,New England
UT,MA,1909,2018,West,New England
UT,MA,545,2019,West,New England
WY,MA,252,2010,West,New England
WY,MA,152,2011,West,New England
WY,MA,548,2012,West,New England
WY,MA,415,2013,West,New England
WY,MA,0,2014,West,New England
WY,MA,0,2015,West,New England
WY,MA,0,2016,West,New England
WY,MA,0,2017,West,New England
WY,MA,251,2018,West,New England
WY,MA,100,2019,West,New England
AL,MA,435,2010,South,New England
AL,MA,112,2011,South,New England
AL,MA,334,2012,South,New England
AL,MA,972,2013,South,New England
AL,MA,601,2014,South,New England
AL,MA,446,2015,South,New England
AL,MA,330,2016,South,New England
AL,MA,450,2017,South,New England
AL,MA,445,2018,South,New England
AL,MA,1452,2019,South,New England
KY,MA,1036,2010,South,New England
KY,MA,1019,2011,South,New England
KY,MA,419,2012,South,New England
KY,MA,419,2013,South,New England
KY,MA,390,2014,South,New England
KY,MA,1197,2015,South,New England
KY,MA,530,2016,South,New England
KY,MA,555,2017,South,New England
KY,MA,239,2018,South,New England
KY,MA,301,2019,South,New England
MS,MA,107,2010,South,New England
MS,MA,1445,2011,South,New England
MS,MA,67,2012,South,New England
MS,MA,308,2013,South,New England
MS,MA,536,2014,South,New England
MS,MA,906,2015,South,New England
MS,MA,58,2016,South,New England
MS,MA,183,2017,South,New England
MS,MA,346,2018,South,New England
MS,MA,252,2019,South,New England
TN,MA,1733,2010,South,New England
TN,MA,1690,2011,South,New England
TN,MA,1525,2012,South,New England
TN,MA,1556,2013,South,New England
TN,MA,1753,2014,South,New England
TN,MA,4061,2015,South,New England
TN,MA,2130,2016,South,New England
TN,MA,1109,2017,South,New England
TN,MA,3592,2018,South,New England
TN,MA,1109,2019,South,New England
AR,MA,190,2010,South,New England
AR,MA,781,2011,South,New England
AR,MA,254,2012,South,New England
AR,MA,0,2013,South,New England
AR,MA,49,2014,South,New England
AR,MA,521,2015,South,New England
AR,MA,302,2016,South,New England
AR,MA,97,2017,South,New England
AR,MA,139,2018,South,New England
AR,MA,97,2019,South,New England
LA,MA,995,2010,South,New England
LA,MA,439,2011,South,New England
LA,MA,549,2012,South,New England
LA,MA,559,2013,South,New England
LA,MA,1484,2014,South,New England
LA,MA,837,2015,South,New England
LA,MA,1024,2016,South,New England
LA,MA,350,2017,South,New England
LA,MA,630,2018,South,New England
LA,MA,277,2019,South,New England
OK,MA,465,2010,South,New England
OK,MA,160,2011,South,New England
OK,MA,1233,2012,South,New England
OK,MA,147,2013,South,New England
OK,MA,420,2014,South,New England
OK,MA,1052,2015,South,New England
OK,MA,205,2016,South,New England
OK,MA,248,2017,South,New England
OK,MA,701,2018,South,New England
OK,MA,255,2019,South,New England
TX,MA,7139,2010,South,New England
TX,MA,5035,2011,South,New England
TX,MA,4813,2012,South,New England
TX,MA,5391,2013,South,New England
TX,MA,6208,2014,South,New England
TX,MA,8279,2015,South,New England
TX,MA,5636,2016,South,New England
TX,MA,5502,2017,South,New England
TX,MA,5528,2018,South,New England
TX,MA,8277,2019,South,New England
DC,MA,1376,2010,South,New England
DC,MA,2048,2011,South,New England
DC,MA,1524,2012,South,New England
DC,MA,1557,2013,South,New England
DC,MA,1575,2014,South,New England
DC,MA,2876,2015,South,New England
DC,MA,1974,2016,South,New England
DC,MA,2669,2017,South,New England
DC,MA,1664,2018,South,New England
DC,MA,2383,2019,South,New England
DE,MA,689,2010,South,New England
DE,MA,806,2011,South,New England
DE,MA,157,2012,South,New England
DE,MA,94,2013,South,New England
DE,MA,1050,2014,South,New England
DE,MA,1161,2015,South,New England
DE,MA,509,2016,South,New England
DE,MA,396,2017,South,New England
DE,MA,481,2018,South,New England
DE,MA,548,2019,South,New England
FL,MA,13900,2010,South,New England
FL,MA,13701,2011,South,New England
FL,MA,15159,2012,South,New England
FL,MA,19621,2013,South,New England
FL,MA,15606,2014,South,New England
FL,MA,16651,2015,South,New England
FL,MA,19882,2016,South,New England
FL,MA,18212,2017,South,New England
FL,MA,20314,2018,South,New England
FL,MA,17056,2019,South,New England
GA,MA,3910,2010,South,New England
GA,MA,4436,2011,South,New England
GA,MA,4153,2012,South,New England
GA,MA,2413,2013,South,New England
GA,MA,4290,2014,South,New England
GA,MA,2496,2015,South,New England
GA,MA,5727,2016,South,New England
GA,MA,2834,2017,South,New England
GA,MA,2577,2018,South,New England
GA,MA,2876,2019,South,New England
MD,MA,1983,2010,South,New England
MD,MA,3470,2011,South,New England
MD,MA,3977,2012,South,New England
MD,MA,2388,2013,South,New England
MD,MA,4088,2014,South,New England
MD,MA,3259,2015,South,New England
MD,MA,2559,2016,South,New England
MD,MA,2845,2017,South,New England
MD,MA,1753,2018,South,New England
MD,MA,2248,2019,South,New England
NC,MA,4052,2010,South,New England
NC,MA,9053,2011,South,New England
NC,MA,3710,2012,South,New England
NC,MA,6177,2013,South,New England
NC,MA,3880,2014,South,New England
NC,MA,5387,2015,South,New England
NC,MA,5116,2016,South,New England
NC,MA,7605,2017,South,New England
NC,MA,5822,2018,South,New England
NC,MA,5389,2019,South,New England
SC,MA,3765,2010,South,New England
SC,MA,730,2011,South,New England
SC,MA,2313,2012,South,New England
SC,MA,2657,2013,South,New England
SC,MA,1620,2014,South,New England
SC,MA,3002,2015,South,New England
SC,MA,3027,2016,South,New England
SC,MA,2607,2017,South,New England
SC,MA,4451,2018,South,New England
SC,MA,3094,2019,South,New England
VA,MA,4104,2010,South,New England
VA,MA,5386,2011,South,New England
VA,MA,3767,2012,South,New England
VA,MA,5225,2013,South,New England
VA,MA,4821,2014,South,New England
VA,MA,3632,2015,South,New England
VA,MA,5442,2016,South,New England
VA,MA,3493,2017,South,New England
VA,MA,5622,2018,South,New England
VA,MA,5480,2019,South,New England
WV,MA,191,2010,South,New England
WV,MA,236,2011,South,New England
WV,MA,164,2012,South,New England
WV,MA,62,2013,South,New England
WV,MA,150,2014,South,New England
WV,MA,126,2015,South,New England
WV,MA,21,2016,South,New England
WV,MA,197,2017,South,New England
WV,MA,384,2018,South,New England
WV,MA,425,2019,South,New England
CT,MA,8510,2010,Northeast,New England
CT,MA,8691,2011,Northeast,New England
CT,MA,8743,2012,Northeast,New England
CT,MA,7645,2013,Northeast,New England
CT,MA,8381,2014,Northeast,New England
CT,MA,9498,2015,Northeast,New England
CT,MA,8519,2016,Northeast,New England
CT,MA,12004,2017,Northeast,New England
CT,MA,7630,2018,Northeast,New England
CT,MA,13020,2019,Northeast,New England
ME,MA,3521,2010,Northeast,New England
ME,MA,4439,2011,Northeast,New England
ME,MA,3887,2012,Northeast,New England
ME,MA,5156,2013,Northeast,New England
ME,MA,6232,2014,Northeast,New England
ME,MA,4433,2015,Northeast,New England
ME,MA,7799,2016,Northeast,New England
ME,MA,7567,2017,Northeast,New England
ME,MA,5775,2018,Northeast,New England
ME,MA,7005,2019,Northeast,New England
NH,MA,13752,2010,Northeast,New England
NH,MA,15526,2011,Northeast,New England
NH,MA,18990,2012,Northeast,New England
NH,MA,17285,2013,Northeast,New England
NH,MA,14692,2014,Northeast,New England
NH,MA,19187,2015,Northeast,New England
NH,MA,21063,2016,Northeast,New England
NH,MA,21734,2017,Northeast,New England
NH,MA,20416,2018,Northeast,New England
NH,MA,18723,2019,Northeast,New England
RI,MA,8639,2010,Northeast,New England
RI,MA,7715,2011,Northeast,New England
RI,MA,11253,2012,Northeast,New England
RI,MA,9091,2013,Northeast,New England
RI,MA,10765,2014,Northeast,New England
RI,MA,12652,2015,Northeast,New England
RI,MA,9077,2016,Northeast,New England
RI,MA,11929,2017,Northeast,New England
RI,MA,11413,2018,Northeast,New England
RI,MA,12742,2019,Northeast,New England
VT,MA,3599,2010,Northeast,New England
VT,MA,2378,2011,Northeast,New England
VT,MA,3318,2012,Northeast,New England
VT,MA,4121,2013,Northeast,New England
VT,MA,4462,2014,Northeast,New England
VT,MA,2840,2015,Northeast,New England
VT,MA,3731,2016,Northeast,New England
VT,MA,3975,2017,Northeast,New England
VT,MA,3819,2018,Northeast,New England
VT,MA,4045,2019,Northeast,New England
NJ,MA,2626,2010,Northeast,New England
NJ,MA,4675,2011,Northeast,New England
NJ,MA,4907,2012,Northeast,New England
NJ,MA,3858,2013,Northeast,New England
NJ,MA,2956,2014,Northeast,New England
NJ,MA,4901,2015,Northeast,New England
NJ,MA,3458,2016,Northeast,New England
NJ,MA,2599,2017,Northeast,New England
NJ,MA,4754,2018,Northeast,New England
NJ,MA,2726,2019,Northeast,New England
NY,MA,16855,2010,Northeast,New England
NY,MA,14646,2011,Northeast,New England
NY,MA,15073,2012,Northeast,New England
NY,MA,14626,2013,Northeast,New England
NY,MA,15222,2014,Northeast,New England
NY,MA,16726,2015,Northeast,New England
NY,MA,17877,2016,Northeast,New England
NY,MA,14775,2017,Northeast,New England
NY,MA,13568,2018,Northeast,New England
NY,MA,17910,2019,Northeast,New England
PA,MA,4455,2010,Northeast,New England
PA,MA,6284,2011,Northeast,New England
PA,MA,5900,2012,Northeast,New England
PA,MA,7336,2013,Northeast,New England
PA,MA,4974,2014,Northeast,New England
PA,MA,5285,2015,Northeast,New England
PA,MA,8352,2016,Northeast,New England
PA,MA,6074,2017,Northeast,New England
PA,MA,5651,2018,Northeast,New England
PA,MA,4551,2019,Northeast,New England
IA,MA,189,2010,Midwest,New England
IA,MA,466,2011,Midwest,New England
IA,MA,585,2012,Midwest,New England
IA,MA,322,2013,Midwest,New England
IA,MA,439,2014,Midwest,New England
IA,MA,487,2015,Midwest,New England
IA,MA,170,2016,Midwest,New England
IA,MA,288,2017,Midwest,New England
IA,MA,514,2018,Midwest,New England
IA,MA,271,2019,Midwest,New England
KS,MA,100,2010,Midwest,New England
KS,MA,28,2011,Midwest,New England
KS,MA,187,2012,Midwest,New England
KS,MA,91,2013,Midwest,New England
KS,MA,550,2014,Midwest,New England
KS,MA,621,2015,Midwest,New England
KS,MA,1237,2016,Midwest,New England
KS,MA,417,2017,Midwest,New England
KS,MA,1424,2018,Midwest,New England
KS,MA,6,2019,Midwest,New England
MN,MA,1092,2010,Midwest,New England
MN,MA,970,2011,Midwest,New England
MN,MA,814,2012,Midwest,New England
MN,MA,707,2013,Midwest,New England
MN,MA,1127,2014,Midwest,New England
MN,MA,1369,2015,Midwest,New England
MN,MA,1141,2016,Midwest,New England
MN,MA,1280,2017,Midwest,New England
